date,time,temp,usage_therms,avg_usage,season,home_sqft,occupancy,appliances
2024-08-01,0:00:00,91.333405,0.03,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,1:00:00,88.4534,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,2:00:00,85.213394,0.01,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,3:00:00,82.6034,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,4:00:00,80.6234,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,5:00:00,78.8234,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,6:00:00,77.293396,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,7:00:00,76.0334,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,8:00:00,74.7734,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,9:00:00,73.8734,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,10:00:00,73.5134,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,11:00:00,73.0634,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,12:00:00,72.7034,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,13:00:00,77.1134,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,14:00:00,79.543396,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,15:00:00,82.5134,0.02,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,16:00:00,85.3034,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,17:00:00,88.4534,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,18:00:00,91.6034,0.06,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,19:00:00,93.8534,0.02,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,20:00:00,95.2034,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,21:00:00,95.7434,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,22:00:00,96.1034,0,0.009166666667,summer,2000,3,stove+furnace
2024-08-01,23:00:00,95.113396,0.08,0.009166666667,summer,2000,3,stove+furnace
2024-08-02,0:00:00,93.13341,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,1:00:00,90.3434,0.01,0.00625,summer,2000,3,stove+furnace
2024-08-02,2:00:00,87.9134,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,3:00:00,85.9334,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,4:00:00,83.5034,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,5:00:00,82.153404,0.03,0.00625,summer,2000,3,stove+furnace
2024-08-02,6:00:00,81.1634,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,7:00:00,80.083405,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,8:00:00,78.9134,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,9:00:00,77.653404,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,10:00:00,76.4834,0.02,0.00625,summer,2000,3,stove+furnace
2024-08-02,11:00:00,75.7634,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,12:00:00,75.223404,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,13:00:00,78.7334,0.03,0.00625,summer,2000,3,stove+furnace
2024-08-02,14:00:00,81.3434,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,15:00:00,84.4034,0.05,0.00625,summer,2000,3,stove+furnace
2024-08-02,16:00:00,87.5534,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,17:00:00,90.1634,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,18:00:00,92.5934,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,19:00:00,94.5734,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,20:00:00,96.5534,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,21:00:00,97.5434,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,22:00:00,97.2734,0,0.00625,summer,2000,3,stove+furnace
2024-08-02,23:00:00,96.8234,0.01,0.00625,summer,2000,3,stove+furnace
2024-08-03,0:00:00,95.473404,0.01,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,1:00:00,92.4134,0.02,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,2:00:00,89.1734,0.01,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,3:00:00,86.9234,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,4:00:00,84.4934,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,5:00:00,82.9634,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,6:00:00,81.793396,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,7:00:00,80.6234,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,8:00:00,79.723404,0.01,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,9:00:00,78.6434,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,10:00:00,78.1034,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,11:00:00,78.8234,0.06,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,12:00:00,78.4634,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,13:00:00,79.2734,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,14:00:00,82.6934,0.03,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,15:00:00,86.473404,0.07,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,16:00:00,89.983406,0.04,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,17:00:00,92.6834,0.02,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,18:00:00,95.38341,0.01,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,19:00:00,97.1834,0.01,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,20:00:00,98.713394,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,21:00:00,99.7934,0.01,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,22:00:00,100.2434,0.01,0.01291666667,summer,2000,3,stove+furnace
2024-08-03,23:00:00,99.3434,0,0.01291666667,summer,2000,3,stove+furnace
2024-08-04,0:00:00,98.443405,0.01,0.01,summer,2000,3,stove+furnace
2024-08-04,1:00:00,94.0334,0.02,0.01,summer,2000,3,stove+furnace
2024-08-04,2:00:00,90.4334,0.05,0.01,summer,2000,3,stove+furnace
2024-08-04,3:00:00,88.9034,0,0.01,summer,2000,3,stove+furnace
2024-08-04,4:00:00,87.733406,0,0.01,summer,2000,3,stove+furnace
2024-08-04,5:00:00,86.6534,0.02,0.01,summer,2000,3,stove+furnace
2024-08-04,6:00:00,84.8534,0,0.01,summer,2000,3,stove+furnace
2024-08-04,7:00:00,82.9634,0.06,0.01,summer,2000,3,stove+furnace
2024-08-04,8:00:00,81.973404,0,0.01,summer,2000,3,stove+furnace
2024-08-04,9:00:00,81.1634,0,0.01,summer,2000,3,stove+furnace
2024-08-04,10:00:00,80.5334,0,0.01,summer,2000,3,stove+furnace
2024-08-04,11:00:00,79.543396,0,0.01,summer,2000,3,stove+furnace
2024-08-04,12:00:00,79.4534,0,0.01,summer,2000,3,stove+furnace
2024-08-04,13:00:00,78.2834,0.03,0.01,summer,2000,3,stove+furnace
2024-08-04,14:00:00,80.5334,0,0.01,summer,2000,3,stove+furnace
2024-08-04,15:00:00,85.0334,0,0.01,summer,2000,3,stove+furnace
2024-08-04,16:00:00,89.083405,0,0.01,summer,2000,3,stove+furnace
2024-08-04,17:00:00,92.1434,0,0.01,summer,2000,3,stove+furnace
2024-08-04,18:00:00,94.213394,0,0.01,summer,2000,3,stove+furnace
2024-08-04,19:00:00,95.9234,0,0.01,summer,2000,3,stove+furnace
2024-08-04,20:00:00,97.723404,0,0.01,summer,2000,3,stove+furnace
2024-08-04,21:00:00,98.5334,0,0.01,summer,2000,3,stove+furnace
2024-08-04,22:00:00,97.363396,0.05,0.01,summer,2000,3,stove+furnace
2024-08-04,23:00:00,91.0634,0,0.01,summer,2000,3,stove+furnace
2024-08-05,0:00:00,92.1434,0.03,0.0125,summer,2000,3,stove+furnace
2024-08-05,1:00:00,90.613396,0.02,0.0125,summer,2000,3,stove+furnace
2024-08-05,2:00:00,88.9034,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,3:00:00,87.5534,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,4:00:00,86.2034,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,5:00:00,84.7634,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,6:00:00,83.5934,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,7:00:00,82.5134,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,8:00:00,81.4334,0.02,0.0125,summer,2000,3,stove+furnace
2024-08-05,9:00:00,80.5334,0.04,0.0125,summer,2000,3,stove+furnace
2024-08-05,10:00:00,79.723404,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,11:00:00,78.7334,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,12:00:00,78.0134,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,13:00:00,78.0134,0.04,0.0125,summer,2000,3,stove+furnace
2024-08-05,14:00:00,81.7034,0.01,0.0125,summer,2000,3,stove+furnace
2024-08-05,15:00:00,85.9334,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,16:00:00,89.1734,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,17:00:00,90.613396,0.05,0.0125,summer,2000,3,stove+furnace
2024-08-05,18:00:00,92.863396,0.05,0.0125,summer,2000,3,stove+furnace
2024-08-05,19:00:00,94.3034,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,20:00:00,94.9334,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,21:00:00,94.3934,0,0.0125,summer,2000,3,stove+furnace
2024-08-05,22:00:00,94.7534,0.01,0.0125,summer,2000,3,stove+furnace
2024-08-05,23:00:00,94.5734,0.03,0.0125,summer,2000,3,stove+furnace
2024-08-06,0:00:00,93.6734,0,0.005,summer,2000,3,stove+furnace
2024-08-06,1:00:00,93.4934,0,0.005,summer,2000,3,stove+furnace
2024-08-06,2:00:00,90.613396,0,0.005,summer,2000,3,stove+furnace
2024-08-06,3:00:00,88.9934,0,0.005,summer,2000,3,stove+furnace
2024-08-06,4:00:00,86.833405,0,0.005,summer,2000,3,stove+furnace
2024-08-06,5:00:00,85.1234,0,0.005,summer,2000,3,stove+furnace
2024-08-06,6:00:00,82.9634,0.01,0.005,summer,2000,3,stove+furnace
2024-08-06,7:00:00,81.4334,0,0.005,summer,2000,3,stove+furnace
2024-08-06,8:00:00,80.3534,0,0.005,summer,2000,3,stove+furnace
2024-08-06,9:00:00,79.2734,0.01,0.005,summer,2000,3,stove+furnace
2024-08-06,10:00:00,79.1834,0,0.005,summer,2000,3,stove+furnace
2024-08-06,11:00:00,78.3734,0,0.005,summer,2000,3,stove+furnace
2024-08-06,12:00:00,77.5634,0,0.005,summer,2000,3,stove+furnace
2024-08-06,13:00:00,79.903404,0,0.005,summer,2000,3,stove+furnace
2024-08-06,14:00:00,82.5134,0,0.005,summer,2000,3,stove+furnace
2024-08-06,15:00:00,86.113396,0,0.005,summer,2000,3,stove+furnace
2024-08-06,16:00:00,89.713394,0,0.005,summer,2000,3,stove+furnace
2024-08-06,17:00:00,92.5934,0,0.005,summer,2000,3,stove+furnace
2024-08-06,18:00:00,94.483406,0,0.005,summer,2000,3,stove+furnace
2024-08-06,19:00:00,96.3734,0.04,0.005,summer,2000,3,stove+furnace
2024-08-06,20:00:00,97.8134,0.03,0.005,summer,2000,3,stove+furnace
2024-08-06,21:00:00,98.5334,0.01,0.005,summer,2000,3,stove+furnace
2024-08-06,22:00:00,98.8934,0,0.005,summer,2000,3,stove+furnace
2024-08-06,23:00:00,98.983406,0.02,0.005,summer,2000,3,stove+furnace
2024-08-07,0:00:00,98.2634,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,1:00:00,95.2934,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,2:00:00,91.6034,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,3:00:00,89.443405,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,4:00:00,87.8234,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,5:00:00,86.0234,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,6:00:00,83.863396,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,7:00:00,82.333405,0.03,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,8:00:00,81.3434,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,9:00:00,80.4434,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,10:00:00,79.543396,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,11:00:00,78.7334,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,12:00:00,78.553406,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,13:00:00,80.4434,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,14:00:00,83.9534,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,15:00:00,87.463394,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,16:00:00,91.1534,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,17:00:00,93.6734,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,18:00:00,96.6434,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,19:00:00,97.9934,0.03,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,20:00:00,99.3434,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,21:00:00,99.973404,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,22:00:00,100.2434,0.01,0.002916666667,summer,2000,3,stove+furnace
2024-08-07,23:00:00,99.88341,0,0.002916666667,summer,2000,3,stove+furnace
2024-08-08,0:00:00,100.0634,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,1:00:00,97.5434,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,2:00:00,94.213394,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,3:00:00,92.0534,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,4:00:00,90.1634,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,5:00:00,88.0934,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,6:00:00,85.3934,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,7:00:00,84.223404,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,8:00:00,83.233406,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,9:00:00,82.0634,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,10:00:00,80.9834,0.03,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,11:00:00,80.2634,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,12:00:00,79.6334,0.01,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,13:00:00,80.5334,0.01,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,14:00:00,83.3234,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,15:00:00,87.0134,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,16:00:00,91.1534,0.04,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,17:00:00,94.1234,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,18:00:00,96.2834,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,19:00:00,98.2634,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,20:00:00,99.613396,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,21:00:00,100.2434,0,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,22:00:00,100.4234,0.03,0.005833333333,summer,2000,3,stove+furnace
2024-08-08,23:00:00,100.4234,0.02,0.005833333333,summer,2000,3,stove+furnace
2024-08-09,0:00:00,99.4334,0,0.01125,summer,2000,3,stove+furnace
2024-08-09,1:00:00,95.113396,0,0.01125,summer,2000,3,stove+furnace
2024-08-09,2:00:00,92.233406,0,0.01125,summer,2000,3,stove+furnace
2024-08-09,3:00:00,90.5234,0,0.01125,summer,2000,3,stove+furnace
2024-08-09,4:00:00,88.9034,0,0.01125,summer,2000,3,stove+furnace
2024-08-09,5:00:00,85.0334,0,0.01125,summer,2000,3,stove+furnace
2024-08-09,6:00:00,83.4134,0,0.01125,summer,2000,3,stove+furnace
2024-08-09,7:00:00,82.0634,0,0.01125,summer,2000,3,stove+furnace
2024-08-09,8:00:00,81.0734,0,0.01125,summer,2000,3,stove+furnace
2024-08-09,9:00:00,80.2634,0.01,0.01125,summer,2000,3,stove+furnace
2024-08-09,10:00:00,79.4534,0.01,0.01125,summer,2000,3,stove+furnace
